,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells
GABARAPL2,ENSG00000034713,Gene Expression,GRCh38,False,4167,3.309295,1.4607743,16.526442307692314,16520.0,9.712388,2891
AC025287.3,ENSG00000276523,Gene Expression,GRCh38,False,29,0.0060096155,0.00599163,99.41907051282051,30.0,3.4339871,22
ADAT1,ENSG00000065457,Gene Expression,GRCh38,False,216,0.044070512,0.043127026,95.67307692307693,220.0,5.398163,178
KARS,ENSG00000065427,Gene Expression,GRCh38,False,1182,0.301883,0.26381168,76.32211538461539,1507.0,7.3185396,966
TERF2IP,ENSG00000166848,Gene Expression,GRCh38,False,3553,1.7558093,1.0137112,28.826121794871796,8765.0,9.078636,2629
CNTNAP4,ENSG00000152910,Gene Expression,GRCh38,False,2027,0.5969551,0.46809876,59.39503205128205,2980.0,8.000014,1585
AC108125.1,ENSG00000273659,Gene Expression,GRCh38,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225,14
MON1B,ENSG00000103111,Gene Expression,GRCh38,False,752,0.16486378,0.15260415,84.93589743589743,823.0,6.7141705,603
SYCE1L,ENSG00000205078,Gene Expression,GRCh38,False,738,0.16666667,0.15415068,85.21634615384616,832.0,6.7250338,576
ADAMTS18,ENSG00000140873,Gene Expression,GRCh38,False,764,0.17848557,0.1642302,84.69551282051282,891.0,6.793466,610
AC025284.1,ENSG00000260701,Gene Expression,GRCh38,False,188,0.03946314,0.03870437,96.23397435897436,197.0,5.288267,136
NUDT7,ENSG00000140876,Gene Expression,GRCh38,False,257,0.05528846,0.05381415,94.85176282051282,276.0,5.6240177,226
VAT1L,ENSG00000171724,Gene Expression,GRCh38,False,2829,1.1706731,0.77503735,43.32932692307693,5844.0,8.673342,2269
WWOX,ENSG00000186153,Gene Expression,GRCh38,False,1008,0.23758014,0.21315797,79.8076923076923,1186.0,7.0791845,790
AC079414.3,ENSG00000276007,Gene Expression,GRCh38,False,429,0.09375,0.089612156,91.40625,468.0,6.150603,333
AC092376.2,ENSG00000277954,Gene Expression,GRCh38,False,556,0.12299679,0.116000816,88.86217948717949,614.0,6.4216223,431
MAF,ENSG00000178573,Gene Expression,GRCh38,False,1118,0.2716346,0.24030316,77.60416666666666,1356.0,7.213032,879
AC009159.3,ENSG00000278058,Gene Expression,GRCh38,False,68,0.014022436,0.013925031,98.63782051282051,70.0,4.26268,55
AC009159.1,ENSG00000275040,Gene Expression,GRCh38,False,54,0.010817308,0.0107592195,98.91826923076923,54.0,4.0073333,30
AC105411.1,ENSG00000259867,Gene Expression,GRCh38,False,129,0.026642628,0.026293894,97.41586538461539,133.0,4.89784,95
DYNLRB2,ENSG00000168589,Gene Expression,GRCh38,False,135,0.02764423,0.027269028,97.29567307692307,138.0,4.934474,116
AC108097.1,ENSG00000260183,Gene Expression,GRCh38,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225,14
LINC01227,ENSG00000260737,Gene Expression,GRCh38,False,33,0.006610577,0.006588823,99.3389423076923,33.0,3.5263605,21
CDYL2,ENSG00000166446,Gene Expression,GRCh38,False,1114,0.26862982,0.23793744,77.68429487179486,1341.0,7.201916,845
CMC2,ENSG00000103121,Gene Expression,GRCh38,False,1594,0.41426283,0.34660843,68.06891025641026,2068.0,7.6348205,1253
CENPN,ENSG00000166451,Gene Expression,GRCh38,False,62,0.012419872,0.012343378,98.75801282051282,62.0,4.1431346,52
AC092718.4,ENSG00000261061,Gene Expression,GRCh38,False,40,0.008012821,0.007980889,99.19871794871796,40.0,3.713572,31
ATMIN,ENSG00000166454,Gene Expression,GRCh38,False,1340,0.33914262,0.29202956,73.15705128205127,1693.0,7.434848,1113
C16orf46,ENSG00000166455,Gene Expression,GRCh38,False,255,0.052884616,0.05153365,94.89182692307693,264.0,5.57973,215
GCSH,ENSG00000140905,Gene Expression,GRCh38,False,1644,0.44751602,0.369849,67.0673076923077,2234.0,7.7119966,1357
AC009148.1,ENSG00000260495,Gene Expression,GRCh38,False,21,0.004206731,0.0041979076,99.57932692307693,21.0,3.0910425,14
GAN,ENSG00000261609,Gene Expression,GRCh38,False,35,0.007011218,0.0069867535,99.2988782051282,35.0,3.583519,30
CMIP,ENSG00000153815,Gene Expression,GRCh38,False,830,0.18830128,0.1725248,83.37339743589743,940.0,6.846943,692
PLCG2,ENSG00000197943,Gene Expression,GRCh38,False,495,0.10737179,0.101989456,90.08413461538461,536.0,6.285998,377
MPHOSPH6,ENSG00000135698,Gene Expression,GRCh38,False,896,0.20873398,0.18957351,82.05128205128204,1042.0,6.9498563,700
CDH13,ENSG00000140945,Gene Expression,GRCh38,False,103,0.021634616,0.021403909,97.93669871794873,108.0,4.691348,90
AC009063.2,ENSG00000260788,Gene Expression,GRCh38,False,58,0.012019231,0.011947574,98.83814102564102,60.0,4.1108737,38
HSBP1,ENSG00000230989,Gene Expression,GRCh38,False,2918,1.1209936,0.75188464,41.546474358974365,5596.0,8.629986,2266
MLYCD,ENSG00000103150,Gene Expression,GRCh38,False,343,0.07351763,0.07094076,93.12900641025641,367.0,5.908083,285
OSGIN1,ENSG00000140961,Gene Expression,GRCh38,False,81,0.016826924,0.01668692,98.37740384615384,84.0,4.4426513,62
NECAB2,ENSG00000103154,Gene Expression,GRCh38,False,91,0.018229166,0.018065007,98.17708333333334,91.0,4.5217886,82
SLC38A8,ENSG00000166558,Gene Expression,GRCh38,False,16,0.0032051282,0.0032000027,99.67948717948718,16.0,2.8332133,13
MBTPS1,ENSG00000140943,Gene Expression,GRCh38,False,2175,0.6436298,0.4969071,56.43028846153846,3213.0,8.075272,1616
AC040169.1,ENSG00000260018,Gene Expression,GRCh38,False,366,0.078125,0.07522342,92.66826923076923,390.0,5.9687076,302
HSDL1,ENSG00000103160,Gene Expression,GRCh38,False,1087,0.2664263,0.23619899,78.22516025641025,1330.0,7.193686,877
DNAAF1,ENSG00000154099,Gene Expression,GRCh38,False,29,0.0060096155,0.00599163,99.41907051282051,30.0,3.4339871,24
TAF1C,ENSG00000103168,Gene Expression,GRCh38,False,1251,0.30448717,0.26580998,74.93990384615384,1520.0,7.327123,918
KCNG4,ENSG00000168418,Gene Expression,GRCh38,False,34,0.0068108975,0.006787808,99.31891025641025,34.0,3.5553482,29
WFDC1,ENSG00000103175,Gene Expression,GRCh38,False,1322,0.4304888,0.3580162,73.5176282051282,2149.0,7.673223,1191
ATP2C2,ENSG00000064270,Gene Expression,GRCh38,False,35,0.007011218,0.0069867535,99.2988782051282,35.0,3.583519,28
MEAK7,ENSG00000140950,Gene Expression,GRCh38,False,128,0.026642628,0.026293894,97.43589743589743,133.0,4.89784,107
COTL1,ENSG00000103187,Gene Expression,GRCh38,False,1610,0.47796473,0.39066595,67.74839743589743,2386.0,7.7777925,1350
KLHL36,ENSG00000135686,Gene Expression,GRCh38,False,836,0.18870193,0.17286189,83.25320512820514,942.0,6.8490663,662
USP10,ENSG00000103194,Gene Expression,GRCh38,False,1174,0.28966346,0.2543813,76.4823717948718,1446.0,7.277248,951
CRISPLD2,ENSG00000103196,Gene Expression,GRCh38,False,157,0.035857372,0.035229463,96.85496794871796,179.0,5.192957,118
ZDHHC7,ENSG00000153786,Gene Expression,GRCh38,False,1020,0.24358974,0.21800216,79.5673076923077,1216.0,7.104144,780
KIAA0513,ENSG00000135709,Gene Expression,GRCh38,False,3359,1.5164263,0.92283976,32.712339743589745,7570.0,8.93208,2453
FAM92B,ENSG00000153789,Gene Expression,GRCh38,False,47,0.009615385,0.009569451,99.05849358974359,48.0,3.8918202,31
AC026469.1,ENSG00000275088,Gene Expression,GRCh38,False,164,0.034054488,0.033487473,96.71474358974359,170.0,5.1416636,123
GSE1,ENSG00000131149,Gene Expression,GRCh38,False,1185,0.28866187,0.25360438,76.26201923076923,1441.0,7.2737865,864
GINS2,ENSG00000131153,Gene Expression,GRCh38,False,45,0.009014423,0.008974035,99.0985576923077,45.0,3.8286414,38
C16orf74,ENSG00000154102,Gene Expression,GRCh38,False,67,0.014222756,0.014122562,98.65785256410257,71.0,4.276666,55
EMC8,ENSG00000131148,Gene Expression,GRCh38,False,786,0.18329327,0.16830146,84.2548076923077,915.0,6.8200164,633
COX4I1,ENSG00000131143,Gene Expression,GRCh38,False,4539,7.39984,2.1282127,9.07451923076923,36940.0,10.517077,2992
IRF8,ENSG00000140968,Gene Expression,GRCh38,False,147,0.030448718,0.029994356,97.05528846153845,152.0,5.030438,128
FENDRR,ENSG00000268388,Gene Expression,GRCh38,False,31,0.0064102565,0.006389798,99.37900641025641,32.0,3.4965076,24
FOXF1,ENSG00000103241,Gene Expression,GRCh38,False,74,0.015424679,0.015306928,98.5176282051282,77.0,4.356709,56
AC009108.3,ENSG00000270020,Gene Expression,GRCh38,False,40,0.008012821,0.007980889,99.19871794871796,40.0,3.713572,29
MTHFSD,ENSG00000103248,Gene Expression,GRCh38,False,266,0.055689104,0.05419373,94.67147435897436,278.0,5.6312118,208
FOXC2,ENSG00000176692,Gene Expression,GRCh38,False,15,0.0032051282,0.0032000027,99.69951923076923,16.0,2.8332133,10
C16orf95,ENSG00000260456,Gene Expression,GRCh38,False,153,0.03145032,0.030965889,96.93509615384616,157.0,5.062595,129
AC010531.6,ENSG00000270006,Gene Expression,GRCh38,False,86,0.018229166,0.018065007,98.27724358974359,91.0,4.5217886,67
AC010531.7,ENSG00000270082,Gene Expression,GRCh38,False,16,0.0032051282,0.0032000027,99.67948717948718,16.0,2.8332133,12
FBXO31,ENSG00000103264,Gene Expression,GRCh38,False,2476,0.8269231,0.6026332,50.40064102564102,4128.0,8.32579,1884
MAP1LC3B,ENSG00000140941,Gene Expression,GRCh38,False,3745,2.0941505,1.1295134,24.979967948717952,10454.0,9.254836,2713
ZCCHC14,ENSG00000140948,Gene Expression,GRCh38,False,1232,0.30588943,0.26688436,75.32051282051282,1527.0,7.331715,974
AC105429.1,ENSG00000276337,Gene Expression,GRCh38,False,32,0.007011218,0.0069867535,99.35897435897436,35.0,3.583519,25
AC092720.1,ENSG00000260750,Gene Expression,GRCh38,False,159,0.032451924,0.03193648,96.81490384615384,162.0,5.09375,120
AC092720.2,ENSG00000269935,Gene Expression,GRCh38,False,146,0.030448718,0.029994356,97.07532051282051,152.0,5.030438,116
JPH3,ENSG00000154118,Gene Expression,GRCh38,False,1725,0.4825721,0.3937785,65.44471153846155,2409.0,7.787382,1298
AC010536.1,ENSG00000226180,Gene Expression,GRCh38,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718,15
KLHDC4,ENSG00000104731,Gene Expression,GRCh38,False,764,0.17367789,0.16014232,84.69551282051282,867.0,6.7661915,579
SLC7A5,ENSG00000103257,Gene Expression,GRCh38,False,1175,0.2950721,0.25856638,76.46233974358975,1473.0,7.295735,931
CA5A,ENSG00000174990,Gene Expression,GRCh38,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225,16
BANP,ENSG00000172530,Gene Expression,GRCh38,False,816,0.18910256,0.17319888,83.65384615384616,944.0,6.851185,623
ZNF469,ENSG00000225614,Gene Expression,GRCh38,False,28,0.005809295,0.005792486,99.43910256410257,29.0,3.4011974,26
ZFPM1,ENSG00000179588,Gene Expression,GRCh38,False,987,0.23717949,0.21283418,80.22836538461539,1184.0,7.077498,816
ZC3H18,ENSG00000158545,Gene Expression,GRCh38,False,770,0.17207532,0.15877596,84.57532051282051,859.0,6.7569323,569
CYBA,ENSG00000051523,Gene Expression,GRCh38,False,384,0.084134616,0.08078208,92.3076923076923,420.0,6.042633,306
MVD,ENSG00000167508,Gene Expression,GRCh38,False,1674,0.44691506,0.36943373,66.46634615384616,2231.0,7.7106533,1219
SNAI3-AS1,ENSG00000260630,Gene Expression,GRCh38,False,394,0.08213141,0.07893262,92.1073717948718,410.0,6.0185933,303
SNAI3,ENSG00000185669,Gene Expression,GRCh38,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574,11
RNF166,ENSG00000158717,Gene Expression,GRCh38,False,650,0.14583333,0.13613217,86.97916666666666,728.0,6.591674,504
CTU2,ENSG00000174177,Gene Expression,GRCh38,False,420,0.08874199,0.08502289,91.58653846153845,443.0,6.0958247,360
PIEZO1,ENSG00000103335,Gene Expression,GRCh38,False,765,0.17568108,0.16184762,84.67548076923077,877.0,6.7776465,592
AC138028.2,ENSG00000224888,Gene Expression,GRCh38,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574,12
CDT1,ENSG00000167513,Gene Expression,GRCh38,False,39,0.0078125,0.0077821403,99.21875,39.0,3.6888795,32
APRT,ENSG00000198931,Gene Expression,GRCh38,False,1954,0.57211536,0.45242208,60.857371794871796,2856.0,7.9575276,1602
GALNS,ENSG00000141012,Gene Expression,GRCh38,False,685,0.15204327,0.14153711,86.27804487179486,759.0,6.6333184,516
TRAPPC2L,ENSG00000167515,Gene Expression,GRCh38,False,2134,0.6358173,0.49214256,57.25160256410257,3174.0,8.063063,1692
PABPN1L,ENSG00000205022,Gene Expression,GRCh38,False,45,0.009014423,0.008974035,99.0985576923077,45.0,3.8286414,30
CBFA2T3,ENSG00000129993,Gene Expression,GRCh38,False,847,0.19911858,0.18158677,83.03285256410257,994.0,6.902743,626
AC092384.2,ENSG00000259881,Gene Expression,GRCh38,False,24,0.0048076925,0.0047961725,99.51923076923077,24.0,3.218876,19
AC092384.3,ENSG00000261226,Gene Expression,GRCh38,False,55,0.01161859,0.011551612,98.89823717948718,58.0,4.0775375,40
AC092384.1,ENSG00000205018,Gene Expression,GRCh38,False,127,0.026041666,0.025708357,97.45592948717949,130.0,4.8751974,100
AC135782.1,ENSG00000256982,Gene Expression,GRCh38,False,605,0.1328125,0.12470348,87.88060897435898,663.0,6.498282,468
ACSF3,ENSG00000176715,Gene Expression,GRCh38,False,711,0.15765224,0.14639403,85.75721153846155,787.0,6.669498,535
LINC00304,ENSG00000180422,Gene Expression,GRCh38,False,115,0.0234375,0.023167059,97.6963141025641,117.0,4.7706847,81
LINC02138,ENSG00000205015,Gene Expression,GRCh38,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942,17
CDH15,ENSG00000129910,Gene Expression,GRCh38,False,2369,0.7848558,0.5793376,52.544070512820504,3918.0,8.273592,1621
SLC22A31,ENSG00000259803,Gene Expression,GRCh38,False,3328,1.6862981,0.98816407,33.333333333333336,8418.0,9.038246,2156
AC009113.1,ENSG00000259877,Gene Expression,GRCh38,False,175,0.036258012,0.03561616,96.49439102564102,181.0,5.2040067,144
ZNF778,ENSG00000170100,Gene Expression,GRCh38,False,281,0.061097756,0.05930399,94.37099358974359,305.0,5.723585,232
ANKRD11,ENSG00000167522,Gene Expression,GRCh38,False,1747,0.47355768,0.38767967,65.00400641025641,2364.0,7.768533,1358
AC137932.1,ENSG00000260279,Gene Expression,GRCh38,False,95,0.01923077,0.019048195,98.09695512820514,96.0,4.574711,70
SPG7,ENSG00000197912,Gene Expression,GRCh38,False,2760,0.9208734,0.65278,44.71153846153846,4597.0,8.433376,1876
RPL13,ENSG00000167526,Gene Expression,GRCh38,False,4485,8.454126,2.2464514,10.15625,42203.0,10.65027,2993
CHMP1A,ENSG00000131165,Gene Expression,GRCh38,False,1347,0.34154648,0.29382303,73.01682692307692,1705.0,7.441907,1086
SPATA33,ENSG00000167523,Gene Expression,GRCh38,False,333,0.070913464,0.068511985,93.32932692307693,354.0,5.872118,277
AC010538.1,ENSG00000275734,Gene Expression,GRCh38,False,130,0.026241988,0.025903575,97.39583333333334,131.0,4.882802,113
CDK10,ENSG00000185324,Gene Expression,GRCh38,False,1386,0.34635416,0.29740033,72.23557692307692,1729.0,7.455877,994
LINC02166,ENSG00000260259,Gene Expression,GRCh38,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574,13
SPATA2L,ENSG00000158792,Gene Expression,GRCh38,False,361,0.077524036,0.07466585,92.76842948717949,387.0,5.961005,299
VPS9D1,ENSG00000075399,Gene Expression,GRCh38,False,1248,0.30849358,0.26887655,75.0,1540.0,7.340187,920
ZNF276,ENSG00000158805,Gene Expression,GRCh38,False,1146,0.28104967,0.2476798,77.04326923076923,1403.0,7.247081,808
FANCA,ENSG00000187741,Gene Expression,GRCh38,False,218,0.044270832,0.043318875,95.63301282051282,221.0,5.4026775,151
SPIRE2,ENSG00000204991,Gene Expression,GRCh38,False,1150,0.27724358,0.2447043,76.96314102564102,1384.0,7.233455,833
TCF25,ENSG00000141002,Gene Expression,GRCh38,False,2720,0.9427083,0.66408306,45.51282051282052,4706.0,8.456806,2033
MC1R,ENSG00000258839,Gene Expression,GRCh38,False,615,0.13681892,0.12823394,87.68028846153845,683.0,6.527958,409
TUBB3,ENSG00000258947,Gene Expression,GRCh38,False,3445,1.8489584,1.0469534,30.989583333333336,9230.0,9.130322,2655
DEF8,ENSG00000140995,Gene Expression,GRCh38,False,2582,0.82952726,0.6040576,48.27724358974359,4141.0,8.328934,1913
CENPBD1,ENSG00000177946,Gene Expression,GRCh38,False,257,0.053285256,0.051914096,94.85176282051282,266.0,5.587249,211
DBNDD1,ENSG00000003249,Gene Expression,GRCh38,False,1770,0.53886217,0.4310433,64.54326923076923,2690.0,7.8976684,1486
GAS8,ENSG00000141013,Gene Expression,GRCh38,False,1105,0.26682693,0.2365153,77.86458333333334,1332.0,7.195187,839
FAM157C,ENSG00000260528,Gene Expression,GRCh38,False,19,0.0038060897,0.003798865,99.61939102564102,19.0,2.9957323,13
LINC02193,ENSG00000260923,Gene Expression,GRCh38,False,116,0.02363782,0.023362773,97.67628205128204,118.0,4.7791233,84
DOC2B,ENSG00000272636,Gene Expression,GRCh38,False,2139,0.64242786,0.49617556,57.151442307692314,3207.0,8.073403,1698
RPH3AL,ENSG00000181031,Gene Expression,GRCh38,False,141,0.028645834,0.028243212,97.17548076923077,143.0,4.9698133,114
AC129507.1,ENSG00000262061,Gene Expression,GRCh38,False,299,0.063902244,0.061943512,94.01041666666666,319.0,5.768321,244
C17orf97,ENSG00000187624,Gene Expression,GRCh38,False,206,0.043269232,0.042359274,95.87339743589743,216.0,5.379897,179
RFLNB,ENSG00000183688,Gene Expression,GRCh38,False,255,0.053485576,0.052104264,94.89182692307693,267.0,5.590987,205
VPS53,ENSG00000141252,Gene Expression,GRCh38,False,1921,0.53064907,0.42569187,61.518429487179496,2649.0,7.8823147,1423
TLCD3A,ENSG00000167695,Gene Expression,GRCh38,False,298,0.06330128,0.061378483,94.03044871794873,316.0,5.7589016,234
GEMIN4,ENSG00000179409,Gene Expression,GRCh38,False,222,0.046875,0.045809537,95.55288461538461,234.0,5.4595857,184
GLOD4,ENSG00000167699,Gene Expression,GRCh38,False,1036,0.24539264,0.21945085,79.24679487179486,1225.0,7.111512,835
AC087392.3,ENSG00000262228,Gene Expression,GRCh38,False,23,0.004607372,0.0045967908,99.53926282051282,23.0,3.1780539,15
MRM3,ENSG00000171861,Gene Expression,GRCh38,False,407,0.08834135,0.08465484,91.84695512820514,441.0,6.09131,338
AC087392.5,ENSG00000277491,Gene Expression,GRCh38,False,19,0.0038060897,0.003798865,99.61939102564102,19.0,2.9957323,14
NXN,ENSG00000167693,Gene Expression,GRCh38,False,239,0.051081732,0.049819853,95.21233974358975,255.0,5.5451775,187
TIMM22,ENSG00000177370,Gene Expression,GRCh38,False,802,0.18549679,0.17016192,83.93429487179486,926.0,6.8319535,663
ABR,ENSG00000159842,Gene Expression,GRCh38,False,1761,0.50440705,0.40839884,64.7235576923077,2518.0,7.8316174,1447
YWHAE,ENSG00000108953,Gene Expression,GRCh38,False,4261,3.579928,1.5216832,14.643429487179482,17871.0,9.790991,2933
CRK,ENSG00000167193,Gene Expression,GRCh38,False,1552,0.40885416,0.34277672,68.91025641025641,2041.0,7.621685,1248
MYO1C,ENSG00000197879,Gene Expression,GRCh38,False,615,0.13741986,0.12876242,87.68028846153845,686.0,6.5323343,477
INPP5K,ENSG00000132376,Gene Expression,GRCh38,False,789,0.17928685,0.1649099,84.19471153846155,895.0,6.7979403,634
PITPNA-AS1,ENSG00000236618,Gene Expression,GRCh38,False,591,0.13321315,0.12505709,88.1610576923077,665.0,6.50129,497
PITPNA,ENSG00000174238,Gene Expression,GRCh38,False,2352,0.7676282,0.56963867,52.88461538461539,3832.0,8.251403,1866
SLC43A2,ENSG00000167703,Gene Expression,GRCh38,False,1158,0.2890625,0.25391522,76.80288461538461,1443.0,7.275172,938
SCARF1,ENSG00000074660,Gene Expression,GRCh38,False,287,0.059895832,0.05817063,94.25080128205127,299.0,5.7037826,214
RILP,ENSG00000167705,Gene Expression,GRCh38,False,1022,0.24679486,0.22057615,79.52724358974359,1232.0,7.1172056,856
PRPF8,ENSG00000174231,Gene Expression,GRCh38,False,3210,1.2948718,0.830677,35.69711538461539,6464.0,8.7741585,2398
AC130343.2,ENSG00000277597,Gene Expression,GRCh38,False,34,0.0068108975,0.006787808,99.31891025641025,34.0,3.5553482,27
TLCD2,ENSG00000185561,Gene Expression,GRCh38,False,27,0.0056089745,0.0055933027,99.45913461538461,28.0,3.3672957,22
MIR22HG,ENSG00000186594,Gene Expression,GRCh38,False,196,0.041065704,0.040244903,96.07371794871796,205.0,5.327876,170
WDR81,ENSG00000167716,Gene Expression,GRCh38,False,551,0.11999199,0.113321535,88.96233974358975,599.0,6.3969297,435
SERPINF2,ENSG00000167711,Gene Expression,GRCh38,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225,14
SERPINF1,ENSG00000132386,Gene Expression,GRCh38,False,88,0.018229166,0.018065007,98.23717948717949,91.0,4.5217886,77
SMYD4,ENSG00000186532,Gene Expression,GRCh38,False,225,0.04707532,0.046000868,95.49278846153845,235.0,5.463832,177
RPA1,ENSG00000132383,Gene Expression,GRCh38,False,1298,0.3309295,0.28587756,73.99839743589743,1652.0,7.410347,1079
RTN4RL1,ENSG00000185924,Gene Expression,GRCh38,False,271,0.057491988,0.055900056,94.5713141025641,287.0,5.6629605,230
DPH1,ENSG00000108963,Gene Expression,GRCh38,False,51,0.010216346,0.010164512,98.97836538461539,51.0,3.9512436,42
AC090617.10,ENSG00000287553,Gene Expression,GRCh38,False,65,0.013020833,0.0129367905,98.69791666666666,65.0,4.189655,53
AC090617.3,ENSG00000262533,Gene Expression,GRCh38,False,25,0.005008013,0.0049955146,99.49919871794873,25.0,3.2580965,21
HIC1,ENSG00000177374,Gene Expression,GRCh38,False,105,0.021233974,0.021011675,97.89663461538461,106.0,4.6728287,79
SMG6,ENSG00000070366,Gene Expression,GRCh38,False,911,0.21153846,0.19189101,81.75080128205127,1056.0,6.96319,749
SRR,ENSG00000167720,Gene Expression,GRCh38,False,380,0.081129804,0.07800661,92.38782051282051,405.0,6.0063534,322
TSR1,ENSG00000167721,Gene Expression,GRCh38,False,386,0.08193109,0.078747496,92.2676282051282,409.0,6.016157,305
SGSM2,ENSG00000141258,Gene Expression,GRCh38,False,1363,0.3409455,0.293375,72.6963141025641,1702.0,7.4401464,1016
MNT,ENSG00000070444,Gene Expression,GRCh38,False,639,0.14262821,0.13333106,87.19951923076923,712.0,6.5694814,517
METTL16,ENSG00000127804,Gene Expression,GRCh38,False,448,0.09755609,0.093085974,91.02564102564102,487.0,6.1903152,361
PAFAH1B1,ENSG00000007168,Gene Expression,GRCh38,False,3332,1.4346955,0.8898217,33.25320512820513,7162.0,8.876684,2435
AC005696.2,ENSG00000272770,Gene Expression,GRCh38,False,32,0.0064102565,0.006389798,99.35897435897436,32.0,3.4965076,18
CLUH,ENSG00000132361,Gene Expression,GRCh38,False,1959,0.5420673,0.43312392,60.75721153846154,2706.0,7.9035964,1490
AC005696.4,ENSG00000277200,Gene Expression,GRCh38,False,609,0.1338141,0.12558725,87.80048076923077,668.0,6.505784,470
RAP1GAP2,ENSG00000132359,Gene Expression,GRCh38,False,1892,0.5456731,0.43545946,62.09935897435898,2724.0,7.9102235,1396
ASPA,ENSG00000108381,Gene Expression,GRCh38,False,254,0.052884616,0.05153365,94.91185897435898,264.0,5.57973,212
TRPV3,ENSG00000167723,Gene Expression,GRCh38,False,81,0.016626602,0.016489893,98.37740384615384,83.0,4.4308167,63
TRPV1,ENSG00000196689,Gene Expression,GRCh38,False,637,0.14282852,0.13350636,87.23958333333334,713.0,6.570883,476
SHPK,ENSG00000197417,Gene Expression,GRCh38,False,98,0.020833334,0.020619288,98.03685897435898,104.0,4.65396,88
CTNS,ENSG00000040531,Gene Expression,GRCh38,False,191,0.0390625,0.038318865,96.1738782051282,195.0,5.278115,157
TAX1BP3,ENSG00000213977,Gene Expression,GRCh38,False,391,0.084134616,0.08078208,92.16746794871796,420.0,6.042633,318
EMC6,ENSG00000127774,Gene Expression,GRCh38,False,1802,0.5126202,0.4138434,63.90224358974359,2559.0,7.8477626,1453
P2RX5,ENSG00000083454,Gene Expression,GRCh38,False,268,0.058293268,0.056657486,94.63141025641025,291.0,5.676754,215
ITGAE,ENSG00000083457,Gene Expression,GRCh38,False,1478,0.38541666,0.32600093,70.3926282051282,1924.0,7.562681,1179
NCBP3,ENSG00000074356,Gene Expression,GRCh38,False,729,0.1640625,0.15191604,85.39663461538461,819.0,6.7093043,557
CAMKK1,ENSG00000004660,Gene Expression,GRCh38,False,1852,0.53104967,0.42595357,62.90064102564102,2651.0,7.8830695,1364
ATP2A3,ENSG00000074370,Gene Expression,GRCh38,False,2434,1.2622195,0.8163464,51.24198717948718,6301.0,8.748622,2035
ZZEF1,ENSG00000074755,Gene Expression,GRCh38,False,843,0.19290866,0.17639458,83.11298076923077,963.0,6.8710914,668
CYB5D2,ENSG00000167740,Gene Expression,GRCh38,False,622,0.13741986,0.12876242,87.5400641025641,686.0,6.5323343,523
ANKFY1,ENSG00000185722,Gene Expression,GRCh38,False,943,0.22015224,0.19897564,81.10977564102564,1099.0,7.0030656,731
AC087742.1,ENSG00000274363,Gene Expression,GRCh38,False,33,0.006610577,0.006588823,99.3389423076923,33.0,3.5263605,24
UBE2G1,ENSG00000132388,Gene Expression,GRCh38,False,1081,0.26802886,0.23746361,78.34535256410257,1338.0,7.1996784,897
SPNS3,ENSG00000182557,Gene Expression,GRCh38,False,11,0.0024038462,0.0024009617,99.77964743589743,12.0,2.5649493,10
SPNS2,ENSG00000183018,Gene Expression,GRCh38,False,1130,0.29427084,0.25794747,77.36378205128204,1469.0,7.293018,954
MYBBP1A,ENSG00000132382,Gene Expression,GRCh38,False,1149,0.2742388,0.24234898,76.98317307692308,1369.0,7.222566,849
SMTNL2,ENSG00000188176,Gene Expression,GRCh38,False,29,0.005809295,0.005792486,99.41907051282051,29.0,3.4011974,24
PELP1,ENSG00000141456,Gene Expression,GRCh38,False,1238,0.2996795,0.26211768,75.20032051282051,1496.0,7.3112183,964
AC091153.3,ENSG00000244184,Gene Expression,GRCh38,False,24,0.005008013,0.0049955146,99.51923076923077,25.0,3.2580965,19
ARRB2,ENSG00000141480,Gene Expression,GRCh38,False,1995,0.56069714,0.4451326,60.036057692307686,2799.0,7.9373746,1522
MED11,ENSG00000161920,Gene Expression,GRCh38,False,611,0.13681892,0.12823394,87.76041666666666,683.0,6.527958,515
CXCL16,ENSG00000161921,Gene Expression,GRCh38,False,212,0.044671476,0.043702457,95.75320512820514,223.0,5.411646,178
ZMYND15,ENSG00000141497,Gene Expression,GRCh38,False,42,0.008814103,0.008775486,99.15865384615384,44.0,3.8066626,33
VMO1,ENSG00000182853,Gene Expression,GRCh38,False,82,0.017427884,0.01727776,98.3573717948718,87.0,4.477337,65
PSMB6,ENSG00000142507,Gene Expression,GRCh38,False,2907,1.1059695,0.74477595,41.76682692307693,5521.0,8.616495,2220
AC233723.1,ENSG00000262165,Gene Expression,GRCh38,False,237,0.050280448,0.049057223,95.25240384615384,251.0,5.529429,200
